VZA VAZ SZA SAZ WV OZ AOT XA_RED XB_RED XC_RED XA_NIR XB_NIR XC_NIR
575 1000 300 1400 60 250 0 262 4362 5207 376 1578 2023
575 1000 300 1400 60 250 100 272 5720 7504 389 2656 4468
575 1000 300 1400 60 250 200 283 7195 9516 403 3836 6533
575 1000 300 1400 60 250 300 294 8796 11339 419 5154 8402
575 1000 300 1400 60 250 400 305 10523 13017 434 6582 10110
575 1000 300 1400 60 275 0 263 4359 5207 376 1578 2023
575 1000 300 1400 60 275 100 274 5717 7504 389 2656 4468
575 1000 300 1400 60 275 200 284 7192 9516 404 3836 6533
575 1000 300 1400 60 275 300 295 8793 11339 419 5154 8402
575 1000 300 1400 60 275 400 307 10520 13017 434 6582 10110
575 1000 300 1400 60 300 0 265 4357 5207 376 1578 2023
575 1000 300 1400 60 300 100 275 5714 7504 389 2655 4468
575 1000 300 1400 60 300 200 286 7189 9516 404 3836 6533
575 1000 300 1400 60 300 300 297 8790 11339 419 5154 8402
575 1000 300 1400 60 300 400 309 10517 13017 434 6582 10110
575 1000 300 1400 70 200 0 260 4390 5207 379 1593 2023
575 1000 300 1400 70 200 100 270 5751 7504 393 2673 4468
575 1000 300 1400 70 200 200 281 7228 9516 407 3855 6533
575 1000 300 1400 70 200 300 291 8834 11339 422 5178 8402
575 1000 300 1400 70 200 400 303 10565 13017 438 6609 10110
575 1000 300 1400 70 225 0 261 4387 5207 379 1593 2023
575 1000 300 1400 70 225 100 272 5748 7504 393 2673 4468
575 1000 300 1400 70 225 200 282 7226 9516 407 3855 6533
575 1000 300 1400 70 225 300 293 8831 11339 422 5178 8402
575 1000 300 1400 70 225 400 305 10562 13017 438 6609 10110
575 1000 300 1400 70 250 0 263 4384 5207 379 1593 2023
575 1000 300 1400 70 250 100 273 5745 7504 393 2673 4468
575 1000 300 1400 70 250 200 284 7223 9516 407 3855 6533
575 1000 300 1400 70 250 300 295 8828 11339 422 5178 8402
575 1000 300 1400 70 250 400 307 10559 13017 438 6609 10110
575 1000 300 1400 70 275 0 265 4382 5207 379 1593 2023
575 1000 300 1400 70 275 100 275 5742 7504 393 2673 4468
575 1000 300 1400 70 275 200 286 7220 9516 407 3855 6533
575 1000 300 1400 70 275 300 297 8824 11339 422 5178 8402
575 1000 300 1400 70 275 400 308 10555 13017 438 6609 10110
575 1000 300 1400 70 300 0 266 4379 5207 379 1593 2023
575 1000 300 1400 70 300 100 277 5739 7504 393 2672 4468
575 1000 300 1400 70 300 200 287 7217 9516 407 3855 6533
575 1000 300 1400 70 300 300 299 8821 11339 422 5177 8402
575 1000 300 1400 70 300 400 310 10552 13017 438 6609 10110
575 1000 300 1600 10 200 0 250 3816 5207 350 1331 2023
575 1000 300 1600 10 200 100 259 4861 7504 363 2116 4468
575 1000 300 1600 10 200 200 269 6052 9516 376 3029 6533
575 1000 300 1600 10 200 300 280 7391 11339 390 4098 8402
575 1000 300 1600 10 200 400 291 8875 13017 405 5292 10110
575 1000 300 1600 10 225 0 251 3814 5207 350 1331 2023
575 1000 300 1600 10 225 100 261 4859 7504 363 2116 4468
575 1000 300 1600 10 225 200 271 6049 9516 376 3029 6533
575 1000 300 1600 10 225 300 282 7388 11339 390 4098 8402
575 1000 300 1600 10 225 400 293 8872 13017 405 5292 10110
575 1000 300 1600 10 250 0 253 3811 5207 350 1331 2023
575 1000 300 1600 10 250 100 262 4856 7504 363 2116 4468
575 1000 300 1600 10 250 200 273 6046 9516 377 3029 6533
575 1000 300 1600 10 250 300 283 7384 11339 391 4098 8402
575 1000 300 1600 10 250 400 294 8868 13017 405 5292 10110
575 1000 300 1600 10 275 0 254 3809 5207 351 1331 2023
575 1000 300 1600 10 275 100 264 4853 7504 363 2115 4468
575 1000 300 1600 10 275 200 274 6043 9516 377 3029 6533
575 1000 300 1600 10 275 300 285 7381 11339 391 4098 8402
575 1000 300 1600 10 275 400 296 8865 13017 405 5292 10110
575 1000 300 1600 10 300 0 256 3805 5207 351 1331 2023
575 1000 300 1600 10 300 100 266 4851 7504 363 2115 4468
575 1000 300 1600 10 300 200 276 6040 9516 377 3029 6533
575 1000 300 1600 10 300 300 287 7378 11339 391 4098 8402
575 1000 300 1600 10 300 400 298 8862 13017 405 5292 10110
575 1000 300 1600 20 200 0 252 3851 5207 358 1358 2023
